Simulator,Propagation,Network,Bandwidth,CPU,Diffusion duration,Voting duration,Max EB size,Adversary,EB delay,Tx attack,Tx size,Throughput,Tx start [s],Tx stop [s],Sim stop [s]
Rust,fully-valid,topology-v2,50 Mb/s,4 vCPU/node,L_diff = 7 slots,L_vote = 7 slots,12 MB/EB,33% adversary,EB attack: 6.0 s/EB,Tx attack: 100%,1500 B/Tx,0.150 TxMB/s,60,960,1200
