t	slot	cpu	diskGB	onchain	submitted	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
1787329659	438	5	15	240.83050847457628	248.56496551724143	28945	29168	13147	32036	33558	32636	31560	33564	33586	33663	31543	33496	404.8813559322034	217.5097574712644	247.83050847457628	91.66685057471263	368.5593220338983	393.5762711864407	80.97197701149425	374.47457627118644	379.71327011494253	374.1694505747127	350.8577793103448	372.84881465517236
1787329669	472	53	14	254.33898305084745	159.42372881355934	19278	31064	3047	26449	20275	19295	18114	20209	33586	20354	18100	19995	435.864406779661	233.75773764367813	228.3728813559322	61.95158563218391	329.2881355932203	312.13793103448273	34.88199597701149	334.7118644067797	337.78368103448275	336.9277	312.80086206896556	335.89056896551716
1787329679	483	13	14	260.8474576271186	178.864406779661	21392	19846	5067	31439	23449	22834	23693	23365	23510	23606	21984	23475	345.7457627118644	228.03936206896552	216.76271186440678	48.74576271186441	250.9322033898305	288.4372436781609	38.03389830508475	255.45762711864407	257.5762711864407	259.03389830508473	238.54237288135593	257.7457627118644
1787329689	483	52	14	215.25862068965517	242.72881355932202	25299	22833	3907	31439	27423	27721	29929	27615	27463	27519	25871	27391	367.93220338983053	262.23728813559325	222.11864406779662	56.71186440677966	288.4655172413793	336.5593220338983	93.76271186440678	288.271186440678	290.864406779661	291.47457627118644	275.0508474576271	290.2515083723137
1787329699	497	11	14	269.3898305084746	278.23728813559325	25065	21697	6316	31751	28513	28482	31298	28410	28159	28121	26525	28085	305.4237288135593	244.3728813559322	224.01694915254237	49.45762711864407	228.66101694915255	288.3220338983051	100.10169491525424	235.20338983050848	237.15254237288136	237.33898305084745	221.16949152542372	237.94915254237287
1787329709	509	12	14	332.410252586207	356.3981344827587	24289	20760	4825	31985	28975	29453	31573	29351	29114	29076	27444	29077	331.94536580459766	275.8813559322034	249.60187241379313	84.84745762711864	284.5296	344.77966101694915	136.4406779661017	288.49152542372883	290.5593220338983	295.48275862068965	289.8135593220339	291.79661016949154
1787329719	509	6	14	330.6949152542373	363.8170666666666	27642	23547	7522	31985	33741	33163	31808	33598	33758	32976	32271	33882	285.864406779661	242.9322033898305	219.74576271186442	88.03389830508475	340.6271186440678	357.1525423728813	141.28813559322035	339.10169491525426	341.6949152542373	341.6460948275862	353.2586206896552	347.8448275862069
1787329729	509	5	14	132.10169491525423	342.77966101694915	30403	26277	9984	31985	33741	33163	31808	33598	33758	32976	32921	33882	324.76271186440675	280.1864406779661	250.22033898305085	88.03389830508475	364.08474576271186	369.89830508474574	141.28813559322035	361.54237288135596	370.13793103448273	349.3220338983051	384.3220338983051	370.10014856321845
1787329739	542	47	13	173.72881355932202	239.99765833333333	29946	28154	9209	29960	33741	30925	31808	33598	33758	32976	32921	33882	295.77966101694915	254.84745762711864	227.4237288135593	51.559322033898304	287.52542372881356	285.8813559322034	98.6551724137931	286.45762711864404	290.0762807471264	274.2406991379311	301.5530459770115	292.55160000000006
1787329750	552	10	13	186.74576271186442	235.135593220339	31436	27086	10439	31339	33001	32341	31363	32807	32740	31996	31923	32702	277.8305084745763	240.52542372881356	220.03389830508473	68.57627118644068	246.57627118644066	266.35593220338984	71.32953793103448	245.9322033898305	250.14910258620688	236.16423448275867	262.7934936781609	251.81689827586206
1787329760	552	4	13	122.45762711864407	145.81355932203388	31505	30201	13058	31339	33448	32341	31363	33054	33432	32408	32899	33499	266.33898305084745	252.4310344827586	220.64406779661016	59.172413793103445	247.89830508474577	229.11864406779662	63.220338983050844	242.4915254237288	247.32203389830508	229.864406779661	265.20338983050846	249.54237288135593
