phase	t	slot	blocks	cumTxBytes	confBps	forged	adopted	didntAdopt	leader	mpBytesPerTx	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	mpB_bp1	mpB_bp2	mpB_bp3	mpB_relay11	mpB_relay12	mpB_relay13	mpB_relay21	mpB_relay22	mpB_relay23	mpB_relay31	mpB_relay32	mpB_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
3	930	2032	91	170668316	553910	95	95		95	652.0	22268	23762	26370	29128	29616	29638	29423	29732	29127	29100	29727	29886	14518736	15492824	17193240	18991456	19309632	19323976	19183796	19385264	18990804	18973200	19382004	19485672	199	245	194	0	0	0	0	0	0	0	0	0
3	940	2037	92	170756444	8813	96	96		97	652.0	15475	20193	22452	25114	24104	24103	27573	24259	23751	27773	24377	24548	10089700	13165836	14638704	16374328	15715808	15715156	17977596	15816868	15485652	18107996	15893804	16005296	248	270	230	203	253	242	161	277	243	162	254	253
3	950	2045	93	170844572	8813	97	97		97	652.0	17862	22075	24033	29038	27960	27925	29175	28001	27558	28735	28167	28268	11646024	14392900	15669516	18932776	18229920	18207100	19022100	18256652	17967816	18735220	18364884	18430736	148	117	98	184	228	225	154	228	223	128	224	211
3	960	2045	93	170844572	0	97	97		97	652.0	21472	25159	26771	29038	29433	29929	29175	29933	29522	28735	29916	29938	13999744	16403668	17454692	18932776	19190316	19513708	19022100	19516316	19248344	18735220	19505232	19519576	502	419	375	92	382	444	8	379	456	0	423	423
3	970	2045	93	170844572	0	97	97		97	652.0	25183	28518	28562	29038	29433	29929	29175	29933	29522	28735	29916	29938	16419316	18593736	18622424	18932776	19190316	19513708	19022100	19516316	19248344	18735220	19505232	19519576	258	217	191	0	0	0	0	19	0	0	0	0
3	980	2045	93	170844572	0	97	97		97	652.0	28031	28683	28562	29038	29433	29929	29175	29933	29522	28735	29916	29938	18276212	18701316	18622424	18932776	19190316	19513708	19022100	19516316	19248344	18735220	19505232	19519576	242	179	24	0	0	0	0	0	0	0	0	0
3	990	2045	93	170844572	0	97	97		97	652.0	28031	28683	28562	29038	29433	29929	29175	29933	29522	28735	29916	29938	18276212	18701316	18622424	18932776	19190316	19513708	19022100	19516316	19248344	18735220	19505232	19519576	185	0	0	0	0	0	0	0	0	0	0	0
3	1000	2045	93	170844572	0	97	97		97	652.0	28031	28683	28562	29038	29433	29929	29175	29933	29522	28735	29916	29938	18276212	18701316	18622424	18932776	19190316	19513708	19022100	19516316	19248344	18735220	19505232	19519576	0	0	0	0	0	0	0	0	0	0	0	0
3	1010	2045	93	170844572	0	97	97		97	652.0	28031	28683	28562	29038	29433	29929	29175	29933	29522	28735	29916	29938	18276212	18701316	18622424	18932776	19190316	19513708	19022100	19516316	19248344	18735220	19505232	19519576	0	0	0	0	0	0	0	0	0	0	0	0
3	1020	2119	94	179755220	891065	98	98		98	652.0	16152	17662	15167	22722	16392	16920	22566	16907	16514	16104	16927	17001	10531104	11515624	9888884	14814744	10687584	11031840	14713032	11023364	10767128	10499808	11036404	11084652	0	0	0	0	0	0	0	0	0	0	0	0
3	1030	2119	94	179755220	0	98	98		98	652.0	19273	20492	18344	28428	21968	22448	29027	22473	22141	23989	22443	22491	12565996	13360784	11960288	18535056	14323136	14636096	18925604	14652396	14435932	15640828	14632836	14664132	325	283	314	169	258	626	347	277	621	440	627	619
3	1040	2119	94	179755220	0	98	98		98	652.0	22614	23770	21365	28428	27402	27874	29027	27894	27562	28729	27872	27944	14744328	15498040	13929980	18535056	17866104	18173848	18925604	18186888	17970424	18731308	18172544	18219488	233	222	215	169	759	381	0	760	381	277	381	383
3	1050	2119	94	179755220	0	98	98		98	652.0	25894	26696	24413	28428	29869	30028	29027	30283	30208	28729	29976	30188	16882888	17405792	15917276	18535056	19474588	19578256	18925604	19744516	19695616	18731308	19544352	19682576	231	427	426	0	383	378	0	373	382	0	372	383
3	1060	2119	94	179755220	0	98	98		98	652.0	27930	28717	27338	28428	29869	30028	29027	30283	30208	28729	29976	30188	18210360	18723484	17824376	18535056	19474588	19578256	18925604	19744516	19695616	18731308	19544352	19682576	422	209	206	0	18	0	0	0	59	0	0	14
3	1070	2119	94	179755220	0	98	98		99	652.0	27930	28717	28378	28428	29869	30028	29027	30283	30208	28729	29976	30188	18210360	18723484	18502456	18535056	19474588	19578256	18925604	19744516	19695616	18731308	19544352	19682576	0	0	196	0	0	0	0	0	0	0	0	0
3	1080	2175	95	188754644	899940	99	99		99	652.0	15770	20803	20279	18446	20094	20228	24595	20490	20280	23240	20369	20589	10282040	13563556	13221908	12026792	13101288	13188656	16035940	13359480	13222560	15152480	13280588	13424028	115	71	72	191	279	275	154	305	258	160	290	272
3	1090	2190	96	197754068	899942	100	100		100	652.0	4763	22863	22436	10811	25333	25447	29033	25500	25602	28486	25388	25619	3105476	14906676	14628272	7048772	16517116	16591444	18929516	16626000	16692504	18572872	16552976	16703588	258	190	212	337	502	500	315	481	501	332	503	504
3	1100	2203	97	197842196	8813	101	101		101	652.0	8498	17742	18466	17726	21170	21363	26448	21263	21405	25759	21367	21583	5540696	11567784	12039832	11557352	13802840	13928676	17244096	13863476	13956060	16794868	13931284	14072116	475	282	372	178	272	280	378	273	678	412	263	266
3	1110	2211	98	197930324	8813	102	102		102	652.0	11023	19033	20007	22951	25310	25502	28798	25406	25675	28268	25625	25839	7186996	12409516	13044564	14964052	16502120	16627304	18776296	16564712	16740100	18430736	16707500	16847028	230	115	147	530	809	813	146	763	430	147	808	825
3	1120	2211	98	197930324	0	102	102		102	652.0	14628	21585	23116	28261	30338	30020	28913	30009	30077	28268	30036	30417	9537456	14073420	15071632	18426172	19780376	19573040	18851276	19565868	19610204	18430736	19583472	19831884	166	291	123	223	303	302	8	319	291	8	307	298
3	1130	2211	98	197930324	0	102	102		102	652.0	18194	24575	26179	28261	30338	30020	28913	30009	30077	28268	30036	30417	11862488	16022900	17068708	18426172	19780376	19573040	18851276	19565868	19610204	18430736	19583472	19831884	503	211	435	76	202	155	0	153	173	0	151	176
3	1140	2239	99	206840972	891065	103	103		103	652.0	14223	19949	14462	20692	17891	17714	23769	18358	18033	15409	17774	17962	9273396	13006748	9429224	13491184	11664932	11549528	15497388	11969416	11757516	10046668	11588648	11711224	261	209	209	0	0	0	0	0	0	0	0	0
3	1150	2247	100	206929100	8813	104	104		104	652.0	16748	21639	17061	26679	23031	22942	29009	23610	23320	21907	22963	23134	10919696	14108628	11123772	17394708	15016212	14958184	18913868	15393720	15204640	14283364	14971876	15083368	307	213	304	350	549	562	326	261	541	354	565	555
3	1160	2262	101	206929100	0	105	105		105	652.0	19119	23906	19788	28162	28585	28512	29009	29031	28878	29235	28597	28688	12465588	15586712	12901776	18361624	18637420	18589824	18913868	18928212	18828456	19061220	18645244	18704576	192	168	207	89	448	451	4	767	448	336	450	450
3	1170	2272	102	215927876	899878	106	106		106	652.0	13582	17618	8055	22826	20761	20641	24487	21019	20729	20276	20552	20637	8855464	11486936	5251860	14882552	13536172	13457932	15965524	13704388	13515308	13219952	13399904	13455324	283	245	333	67	235	235	225	230	231	394	250	251
3	1180	2272	102	215927876	0	107	106		107	652.0	17083	19879	11545	28143	25992	25942	28655	26231	26099	28669	25963	26030	11138116	12961108	7527340	18349236	16946784	16914184	18683060	17102612	17016548	18692188	16927876	16971560	235	134	223	436	676	682	219	668	675	333	685	684
3	1190	2284	103	224504156	857628	107	107		107	652.0	7405	15269	9253	20521	17954	17848	25321	18344	18193	22484	17976	18080	4828060	9955388	6032956	13379692	11706008	11636896	16509292	11960288	11861836	14659568	11720352	11788160	178	112	157	81	272	266	40	288	279	212	264	268
3	1200	2284	103	224504156	0	107	107		107	652.0	12191	17688	14058	28647	24956	24893	28714	25185	25155	28942	25001	25080	7948532	11532576	9165816	18677844	16271312	16230236	18721528	16420620	16401060	18870184	16300652	16352160	670	334	671	629	996	1002	474	981	997	643	1003	1001
3	1210	2308	105	228261908	375775	109	109		109	652.0	12796	15735	10465	23762	21903	21977	24138	22101	22135	24518	22028	22126	8342992	10259220	6823180	15492824	14280756	14329004	15737976	14409852	14432020	15985736	14362256	14426152	245	123	267	44	253	258	0	231	260	0	251	251
3	1220	2317	106	228350036	8813	110	110		110	652.0	15844	17422	13865	28475	26679	26825	28444	26979	26960	28987	26941	27033	10330288	11359144	9039980	18565700	17394708	17489900	18545488	17590308	17577920	18899524	17565532	17625516	333	159	346	185	307	318	312	313	594	331	321	616
