phase	t	slot	bpsUp	cpu	diskGB	confBps	submitted	blockdelay	partition	blocks	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
3	626	689	3	40	121	165292.1379310345	463.0655749372254	2.0965485221666667	0.42819415075862066	29	30151	33456	17731	107904	68591	64484	86193	70804	62182	77180	33551	67852	329.2586206896552	302.6046850574713	291.2758620689655	38.411882758620685	402.48275862068965	398.90398390804603	107.64211494252875	396.4579068965517	395.0508474576271	393.6271186440678	304.1864406779661	393.79661016949154
3	636	689	3	13	121	163498.71823448272	492.7425523809524	2.0965485221666667	0.42819415075862066	29	34483	36060	20127	107904	59689	56135	84017	62449	53301	71768	35905	59018	372.41958620689655	310.45762711864404	308.765091954023	19.35593220338983	390.3175862068966	444.9491525423729	110.05084745762711	386.5762711864407	388	386.3220338983051	319.03389830508473	383.1186440677966
3	646	689	3	13	121	108821.69491525424	579.7093569116759	2.0965485221666667	0.42819415075862066	29	39833	38488	22799	107904	65043	60999	87961	67301	58167	80508	38331	63877	349.52542372881356	271.23728813559325	271.6949152542373	21.864406779661017	408.8135593220339	409.93220338983053	87.88135593220339	461.96610169491527	462.5423728813559	414.2413793103448	283.2068965517241	407.22033898305085
3	656	689	3	13	121	55152.813559322036	662.5164045658942	2.0965485221666667	0.42819415075862066	29	44681	41248	25638	107904	69899	65821	92328	72157	63023	90094	41585	68723	409.45762711864404	291.49152542372883	291.8135593220339	21.864406779661017	409.0508474576271	410.06779661016947	72.67796610169492	409.5593220338983	416.0689655172414	406.9830508474576	301.54237288135596	414.2068965517241
3	666	689	3	14	121	55152.813559322036	719.0634339080459	2.0965485221666667	0.42819415075862066	29	49537	44860	29266	107904	74729	70647	97443	76983	67851	97908	44869	73549	392.8135593220339	262.1525423728813	260.5882655172413	21.864406779661017	484.8813559322034	485.66101694915255	67.10344827586206	485.45762711864404	488.13564655172416	485.0027456896551	272.92187873563216	485.2785
3	677	689	3	14	121	55152.813559322036	718.3898305084746	2.0965485221666667	0.42819415075862066	29	53261	48493	32894	107904	79577	75503	102652	81839	72701	106565	48556	78357	401.2542372881356	261.64406779661016	260.23728813559325	2.5084745762711864	429.49152542372883	429.93220338983053	67.34176206896552	430.47457627118644	430.9882827586207	428.3241931034483	272.7891896551724	429.7198701149426
3	687	754	3	51	121	52181.08474576271	706.542372881356	0.8544935548333333	0.4243653114	30	56565	51870	36236	107904	83975	79781	107419	86279	77543	107904	52255	83303	459.40677966101697	298.1551724137931	319.1186440677966	2.52573908045977	506.4406779661017	507.52542372881356	86.98393275862068	506.10169491525426	504.40677966101697	440.4237288135593	329.135593220339	504.9491525423729
3	697	763	3	55	121	53665.016949152545	579.7315632183908	0.7183256683333333	0.4106980304193548	31	45754	41200	25148	107904	74020	69328	107904	76368	67202	107904	41239	72978	402.1694915254237	301.4718514367816	300.0169491525424	0	449.59322033898303	446.7586206896552	73.75836379310346	448.4406779661017	446.39653333333337	333.532841954023	304.83279080459766	450.3415034482759
3	707	763	3	14	121	53665.016949152545	507.5593220338983	0.7183256683333333	0.4106980304193548	31	48768	44295	28637	107904	78052	73482	95851	80416	71164	97680	44430	76980	416.864406779661	345.12889655172415	344.8813559322034	0	430.5423728813559	424.02572413793104	73.60975057471265	437.3448275862069	426.66943448275856	276.66101694915255	350.90629396551725	429.70028850574704
3	717	763	3	14	121	54590.275862068964	506.67796610169495	0.7183256683333333	0.4106980304193548	31	52410	48420	32266	107904	82874	78312	101573	85240	76482	106278	48447	82294	350.5689655172414	327.33400689655167	330.1034482758621	5.728813559322034	433.7241379310345	421.18725057471266	91.2542372881356	430.20179712643676	484.20338983050846	253.79661016949152	328.4237288135593	428.3728813559322
3	727	763	3	12	121	53665.016949152545	451.3620689655172	0.7183256683333333	0.4106980304193548	31	56426	52065	35683	107904	88212	83653	106829	90590	81336	107904	52321	87156	373.66101694915255	370.6779661016949	361.42700086206895	5.728813559322034	426.33898305084745	419.7457627118644	92.32203389830508	427.96610169491527	426.7118644067797	237.60344827586206	375.7118644067797	428.47457627118644
3	737	801	3	44	121	105846.10169491525	336.52542372881356	0.8186993169166668	0.40858369299999997	32	59326	54848	24282	107904	91906	87308	107904	94214	85076	107904	55160	90750	314.20338983050846	323.20338983050846	302.6779661016949	5.728813559322034	468.5423728813559	404.47457627118644	81.8135593220339	469.1186440677966	476.2068965517241	131.06920201149424	330.3103448275862	419.6896551724138
3	747	801	3	59	120	53773.2414	349.8702103448277	0.8430917953333333	0.40858369299999997	32	52181	44796	27436	107904	82397	78323	97420	85135	76139	98472	45157	81805	303.5125370689655	311.20338983050846	284.6248629310345	5.728813559322034	408.1928505747127	400.5728522278528	67.9655172413793	408.77966101694915	415.30917931034486	131.93340517241379	317.70925344827583	411.99742528735635
