Tx count	Block size [kB]	Apply [ms]	Reapply [ms]	Fraction of blocks [%/100]
9	7.27922623485555	3.59014445479963	0.497675442684063	0.000921630685062346
9	7.29964800210305	3.60545084121977	0.65880730809674	0.000816841362063645
9	7.33073076923077	4.89748076923077	0.425961538461538	1.11660754015009e-05
9	7.34675	3.33925	1.41575	8.58928877038534e-07
9	7.54771052631579	3.63692105263158	1.09802631578947	8.15982433186607e-06
9	7.54883333333333	2.27125	1.53866666666667	2.5767866311156e-06
9	7.57253559928444	5.0125831842576	0.527952772808587	0.000600176552830675
9	7.58054285714286	2.30191428571429	1.07745714285714	7.51562767408717e-06
9	7.6507912379688	5.11571954862264	0.675536342515765	0.000646988176629275
9	7.69425	15.67175	0.6475	8.58928877038534e-07
9	7.71452631578947	2.43106766917293	0.827661654135338	2.85593851615312e-05
9	7.77973913043478	3.71169875776398	0.814180124223602	6.91437746016019e-05
9	7.79264554455446	6.70307326732673	0.547681188118812	0.000108439770726115
9	7.822	5.305	1.09435897435897	8.3745565511257e-06
9	7.8312860438293	5.28135178777393	0.804794694348328	0.000186172834098102
9	7.9062	2.6616	1.9042	1.07366109629817e-06
9	7.93370588235294	7.50458823529412	1.38088235294118	3.65044772741377e-06
9	8.02876666666667	7.12341666666667	1.09163333333333	1.2883933155578e-05
9	8.04488888888889	35.0435555555556	25.4935555555556	1.9325899733367e-06
9	8.06611143270622	6.9698516642547	0.660586107091172	0.000296759927016813
9	8.09575	10.469	2.07525	8.58928877038534e-07
9	8.11182814178303	7.04811815252417	0.821023630504834	0.000199915696130719
9	8.11644444444444	9.22444444444445	1.422	1.9325899733367e-06
9	8.19259574468085	9.43474468085106	1.09957446808511	1.00924143052028e-05
9	8.32683333333333	13.3928333333333	2.737	1.2883933155578e-06
9	8.33795833333334	9.128	0.535	5.1535732622312e-06
9	8.3565	6.734	0.42	8.58928877038534e-07
9	8.43066666666667	3.60922222222222	2.018	1.9325899733367e-06
9	8.4522	5.4976	2.3076	1.07366109629817e-06
9	8.45933333333333	12.1978333333333	0.5285	1.2883933155578e-06
9	8.47016607773852	9.19687985865724	0.678190812720848	6.07692180504763e-05
9	8.51914521452145	9.31702640264026	0.85293399339934	6.50638624356689e-05
9	8.58585714285714	12.6072857142857	1.033	1.50312553481743e-06
9	8.69933333333333	12.2101111111111	0.695222222222222	1.9325899733367e-06
9	8.77075	12.6195	1.50325	8.58928877038534e-07
9	8.934875	12.224375	0.874541666666667	5.1535732622312e-06
9	9.2645	24.751	0.8865	4.29464438519267e-07
9	9.284	18.664	1.081	2.14732219259633e-07
9	9.7185	1.639	0.804	4.29464438519267e-07
9	9.7325	1.607	1.548	4.29464438519267e-07
9	10.451	2.419	0.323	2.14732219259633e-07
9	10.7737857142857	1.62678571428571	0.632857142857143	3.00625106963487e-06
9	10.791	16.405	0.424	2.14732219259633e-07
9	10.9735714285714	1.61767532467532	0.504142857142857	1.65343808829918e-05
9	11.2434112426035	1.58632544378698	0.384727810650888	7.25794901097561e-05
9	11.4149	12.4317	2.235	2.14732219259633e-06
9	11.5176666666667	8.84866666666667	0.414333333333333	6.441966577789e-07
9	11.535	1.381	1.045	2.14732219259633e-07
9	11.738375	13.0103125	1.4268125	3.43571550815413e-06
9	11.9383265306122	2.45589795918367	1.08638775510204	1.0521878743722e-05
9	12.0616333333333	2.3935	1.51203333333333	6.441966577789e-06
9	12.0688	12.4533627906977	0.863144186046512	4.61674271408212e-05
9	12.2406868131868	2.4996978021978	0.822653846153846	3.90812639052533e-05
9	12.2744924406048	9.44600431965443	0.854800215982721	0.000198842035034421
9	12.3061664	2.48828608	0.63496064	0.000671038185186354
9	12.3595269495413	7.10428153669725	0.829724770642202	0.000374492990388801
9	12.3727074829932	2.42302999381571	0.50558905380334	0.000694443997085654
9	12.3906513629842	9.38421233859397	0.683276901004304	0.000149668356823964
9	12.4242265975006	2.3230980900731	0.405372082056119	0.000910679341880105
9	12.4460215219062	5.26635280553421	0.813264411990776	0.000279366617256783
9	12.4645763888889	7.30589583333333	1.08929166666667	3.09214395733872e-05
9	12.4683333333333	10.0957777777778	2.01533333333333	1.9325899733367e-06
9	12.4726666666667	87.7611333333333	84.7615	6.441966577789e-06
9	12.5075773195876	12.5279484536082	1.0660206185567	2.08290252681844e-05
9	12.5201043478261	5.19548695652174	1.09069565217391	2.46942052148578e-05
9	12.5430352385045	7.00229651912334	0.66190760636012	0.000499681874217167
9	12.5948666666667	12.4451444444444	0.675055555555556	1.9325899733367e-05
9	12.6081818181818	7.23118181818182	1.40445454545455	7.0861632355679e-06
9	12.6148450148075	3.5804146100691	0.498514511352419	0.00108761869055004
9	12.6263941176471	9.64861764705882	1.06616470588235	3.65044772741377e-05
9	12.63445	9.53715	1.4139	8.58928877038534e-06
9	12.6391860465116	3.70350447227191	0.820037567084079	0.000120035310566135
9	12.651505275164	5.05238095238095	0.524680353578557	0.000753065892943534
9	12.6527140608604	5.13813352570829	0.672389559286464	0.000818559219817722
9	12.7051442687747	3.56385335968379	0.658532411067194	0.00108654502945374
9	12.7623333333333	6.78058333333333	0.424625	5.1535732622312e-06
9	12.8185405063291	6.75598481012658	0.542288607594937	0.00016963845321511
9	12.8929230769231	2.46407692307692	2.25284615384615	2.79151885037523e-06
9	12.9583958333333	9.30194791666667	0.540166666666667	2.06142930489248e-05
9	12.9910373831776	3.62844859813084	1.08814018691589	2.29763474607808e-05
9	13.01925	19.98	0.54275	8.58928877038534e-07
9	13.0598421052632	3.658	1.95273684210526	4.07991216593303e-06
9	13.1134285714286	4.88422222222222	0.423166666666667	2.70562596267138e-05
9	13.1220857142857	16.9219428571429	1.10968571428571	7.51562767408717e-06
9	13.2012891483517	3.34063461538462	0.421335851648352	0.000312650111242026
9	13.2408157894737	3.64781578947368	1.46768421052632	8.15982433186607e-06
9	13.2675833333333	17.2264166666667	1.43891666666667	2.5767866311156e-06
9	13.2805862068966	5.01903448275862	1.45365517241379	6.22723435852937e-06
9	13.3714	12.63832	0.54872	5.36830548149083e-06
9	13.4497272727273	5.34481818181818	2.18218181818182	2.36205441185597e-06
9	13.4912142857143	17.2015714285714	0.681785714285714	3.00625106963487e-06
9	13.73275	6.870375	2.069875	1.71785775407707e-06
9	13.76375	13.06175	0.425	8.58928877038534e-07
9	13.7764864864865	16.6888648648649	0.86372972972973	7.94509211260643e-06
9	16.143	1.881	0.297	2.14732219259633e-07
9	17.946	2.47338461538462	1.52853846153846	2.79151885037523e-06
9	18.3874852941176	2.64025	0.837117647058824	1.46017909096551e-05
9	18.4676598984772	2.60466497461929	0.63428807106599	0.000169208988776591
9	18.514	12.2466666666667	0.401	6.441966577789e-07
9	18.5936883561644	2.54547123287671	0.408012328767123	0.000313509040119065
9	18.6230689972401	2.59552989880405	0.499736890524379	0.000233413922335222
9	18.7046666666667	2.55411111111111	2.05877777777778	1.9325899733367e-06
9	18.8007777777778	2.64072222222222	1.12133333333333	3.8651799466734e-06
9	19.133	1.5768	0.5196	1.07366109629817e-06
9	19.2574516129032	1.54306451612903	0.381225806451613	6.65669879704864e-06
9	19.438	1.681	1.539	2.14732219259633e-07
9	19.8352571428571	3.62217142857143	2.09602857142857	7.51562767408717e-06
9	19.8412267804398	3.63980932064326	0.651542172628815	0.00130857814416821
9	19.8490114285714	7.24651428571429	1.07970285714286	3.75781383704358e-05
9	19.8536269982238	7.15670633510953	0.824322676139728	0.000362682718329521
9	19.8687115384615	12.5162980769231	1.07231730769231	2.23321508030019e-05
9	19.8787151515152	3.72356212121212	0.820089393939394	0.000141723264711358
9	19.9061313868613	3.75410218978102	1.10452554744526	2.94183140385698e-05
9	19.91	1.6765	0.6095	4.29464438519267e-07
9	19.9183571428571	21.3811428571429	0.519071428571429	3.00625106963487e-06
9	19.9405714285714	12.6030285714286	0.532742857142857	7.51562767408717e-06
9	19.9416464663708	3.62854284738819	0.496593888699215	0.00125790134042293
9	19.9704423076923	3.53486538461539	1.49003846153846	1.11660754015009e-05
9	19.9901856287425	5.23590076988879	0.817981180496151	0.000251021964314511
9	20.0256707865169	9.44120561797753	0.848708988764045	0.000191111675141074
9	20.071085197525	5.06979557353641	0.513865064255117	0.000902304785328979
9	20.0959255357792	7.0047864148202	0.666398837631675	0.000591157799621771
9	20.1267892984014	5.10055395204263	0.674467362344583	0.000967153915545389
9	20.13	9.38654545454545	1.44213636363636	9.44821764742387e-06
9	20.1816561479869	9.37493688792165	0.671778019586507	0.000197338909499603
9	20.1864	12.4842	1.44485	4.29464438519267e-06
9	20.2326181818182	5.21850909090909	2.17450909090909	1.18102720592798e-05
9	20.2621920265781	3.44830830564784	0.418758803986711	0.000646343979971497
9	20.3414864864865	12.4182072072072	0.862815315315315	4.76705526756386e-05
9	20.3698146067416	9.72565168539326	1.08202808988764	3.82223350282147e-05
9	20.3931951219512	6.69334146341463	0.427390243902439	8.80402098964497e-06
9	20.4280236439499	6.87849374130737	0.534084144645341	0.000308784931295353
9	20.4482953020134	5.15084563758389	1.09270469798658	3.19951006696854e-05
9	20.4717566137566	9.36926455026455	0.535920634920635	4.05843894400707e-05
9	20.4940393700787	12.5015118110236	0.680464566929134	2.72709918459734e-05
9	20.4945555555556	17.7371333333333	0.665911111111111	9.6629498666835e-06
9	20.523375	7.216328125	1.434953125	1.37428620326165e-05
9	20.5271607142857	18.3132678571429	0.837482142857143	1.20250042785395e-05
9	20.6380294117647	27.7675588235294	10.7522352941176	7.30089545482753e-06
9	20.7256271186441	5.20227118644068	1.47952542372881	1.26692009363184e-05
9	20.7708513513514	4.80224662162162	0.426918918918919	6.35607369008515e-05
9	20.7915483870968	9.52251612903226	2.58416129032258	6.65669879704864e-06
9	20.7990444444444	7.22128888888889	2.30093333333333	9.6629498666835e-06
9	20.8318214285714	18.0605	1.11475	6.01250213926973e-06
9	20.9642307692308	16.6138461538462	1.447	2.79151885037523e-06
9	21.451347826087	12.7897391304348	2.59669565217391	4.93884104297157e-06
9	21.62325	10.17275	0.422	8.58928877038534e-07
9	24.146	8.655	0.322	2.14732219259633e-07
9	25.025	1.596	0.581	2.14732219259633e-07
9	25.5443333333333	2.558	1.129	6.441966577789e-07
9	26.5137777777778	2.768	0.801666666666667	1.9325899733367e-06
9	26.7155	13.175	0.437	4.29464438519267e-07
9	26.818	2.46933333333333	2.29066666666667	6.441966577789e-07
9	27.7115729442971	3.92047427055703	0.650826525198939	0.000404770233304409
9	27.7541724723874	3.77256329651657	0.422661002548853	0.000252739822068589
9	27.8642333333333	2.43492222222222	0.403911111111111	1.9325899733367e-05
9	28.0197164179105	2.55083582089552	0.639059701492537	1.43870586903954e-05
9	28.0670819672131	3.87907000443066	0.493526362428002	0.000484650618868993
9	28.0725263157895	3.90626315789474	1.10733333333333	1.22397364977991e-05
9	28.1272	1.5816	0.37	1.07366109629817e-06
9	28.2094794520548	2.52446575342466	0.50613698630137	1.56754520059532e-05
9	28.2745129310345	3.92663362068966	0.821525862068966	4.98178748682349e-05
9	28.277	3.82975	1.4601	4.29464438519267e-06
9	28.3584	9.4642	0.431	1.07366109629817e-06
9	29.1700618556701	12.6333195876289	1.09741237113402	2.08290252681844e-05
9	29.2051971830986	5.21547887323944	2.16691549295775	1.5245987567434e-05
9	29.3311818181818	89.8457272727273	79.4978636363636	4.72410882371193e-06
9	29.6109613259669	5.24017679558011	1.08727624309392	3.88665316859936e-05
9	29.632375	12.51085	0.523	8.58928877038534e-06
9	29.6892857142857	9.68168571428571	1.42877142857143	7.51562767408717e-06
9	29.7659492753623	9.63602173913043	1.07495652173913	2.96330462578294e-05
9	29.790347826087	22.0209130434783	0.535695652173913	4.93884104297157e-06
9	29.8741186471333	5.14753553988063	0.669998372219208	0.00118725444028651
9	29.8857183098592	5.16652112676056	1.46960563380282	1.5245987567434e-05
9	29.893259223301	5.24920194174757	0.818295145631068	0.000221174185837422
9	29.9017458333333	12.4802583333333	0.860358333333333	5.1535732622312e-05
9	29.9021737346101	7.20220793433653	0.820495212038304	0.000313938504557584
9	29.967537037037	9.61127777777778	2.55857407407407	1.15955398400202e-05
9	29.9934	17.9585333333333	1.43873333333333	3.2209832888945e-06
9	30.0250476190476	3.82157142857143	2.11880952380952	4.5093766044523e-06
9	30.0946842105263	19.3644473684211	1.09034210526316	8.15982433186607e-06
9	30.124189484127	9.48152083333333	0.841331349206349	0.00021645007701371
9	30.1466538461539	12.7646538461538	3.17357692307692	5.58303770075047e-06
9	30.1478852459016	21.6958852459016	0.860540983606557	1.30986653748376e-05
9	30.1626844468391	5.12295959051724	0.501581896551724	0.00119562899683764
9	30.2306956521739	7.1024347826087	1.44723188405797	1.48165231289147e-05
9	30.2374497391304	7.06317252173913	0.676844869565217	0.000617355130371446
9	30.3017647058824	6.753	0.432529411764706	3.65044772741377e-06
9	30.3046818181818	12.6826363636364	1.40795454545455	4.72410882371193e-06
9	30.3366728395062	12.4663641975309	0.681401234567901	3.47866195200606e-05
9	30.3609284731774	4.84053920220083	0.428760660247593	0.000156110323401753
9	30.3661484300666	9.34992768791627	0.669620361560419	0.000225683562441875
9	30.3799378881988	7.23055279503106	1.08668944099379	3.4571887300801e-05
9	30.4883303411131	6.95056328545781	0.526238330341113	0.000478423384510463
9	30.5183253012048	7.07867469879518	2.30410843373494	1.78227741985496e-05
9	30.6332486187845	9.16661878453039	0.542016574585635	7.77330633719873e-05
9	30.6898793103448	20.363724137931	0.673189655172414	1.24544687170587e-05
9	37.4205	4.167	1.548	4.29464438519267e-07
9	38.6145	4.018	1.007	4.29464438519267e-07
9	39.6688897058824	5.13880882352941	0.432279411764706	2.92035818193101e-05
9	40.2111167820069	5.50267128027682	0.667265570934256	0.000248230445464136
9	40.2453636363636	3.75436363636364	0.415454545454545	4.72410882371193e-06
9	40.3519992932862	5.46050812720848	0.501412720848057	0.000303846090252381
9	40.40825	5.597	2.356	3.43571550815413e-06
9	40.4110317460318	3.8822380952381	0.495492063492064	1.35281298133569e-05
9	40.5404693877551	3.8675306122449	0.660897959183673	1.0521878743722e-05
9	41.009	1.6495	0.493	4.29464438519267e-07
9	41.8386666666667	2.273	0.511666666666667	6.441966577789e-07
9	42.1517037037037	6.45988888888889	0.436333333333333	5.7977699200101e-06
9	42.5264	12.758	1.3458	1.07366109629817e-06
9	42.5494888888889	5.39328253968254	0.843571428571429	6.76406490667845e-05
9	42.7047692307692	5.559	1.44638461538462	2.79151885037523e-06
9	42.7848	3.98	0.8608	4.29464438519267e-06
9	43.1019824561403	7.19364912280702	2.12922807017544	1.22397364977991e-05
9	43.3469807692308	7.08713461538462	1.44165384615385	1.11660754015009e-05
9	43.4937441860465	9.43560465116279	1.42774418604651	9.23348542816423e-06
9	43.5029487179487	19.8452307692308	0.673846153846154	8.3745565511257e-06
9	43.6082142857143	9.51128571428571	2.56948214285714	1.20250042785395e-05
9	43.764	2.285	0.679333333333333	6.441966577789e-07
9	43.839756097561	19.2238292682927	0.873121951219512	8.80402098964497e-06
9	43.8606875	18.64053125	1.0846875	6.87143101630827e-06
9	43.8961188811189	7.09459335664336	0.681029020979021	0.000614134147082551
9	43.9001551724138	12.7819827586207	1.07255172413793	1.24544687170587e-05
9	44.0521149425287	9.69698850574713	1.06894252873563	1.86817030755881e-05
9	44.0921587155963	7.24833211009174	0.815792660550459	0.000234058118993
9	44.2440843151694	7.02461966126657	0.522277982326951	0.000583212707509164
9	44.2614370860927	7.14156291390728	1.09838410596026	3.24245651082046e-05
9	44.4880555555556	5.31452222222222	1.07092222222222	1.9325899733367e-05
9	44.7265058275058	9.54641142191142	0.831853146853147	0.000184240244124765
9	44.7583	2.2835	0.4152	2.14732219259633e-06
9	44.7734735376045	9.40369080779944	0.668048282265553	0.000231266600142625
9	45.01	1.607	0.384	2.14732219259633e-07
9	45.0962295081967	12.4297267759563	0.848196721311475	3.92959961245129e-05
9	45.1024545454545	20.2821818181818	0.533181818181818	2.36205441185597e-06
9	45.1529510022272	9.12996213808463	0.543289532293987	9.64147664475754e-05
9	45.2571842105263	12.3506842105263	0.545368421052632	8.15982433186607e-06
9	45.3756	19.2896	1.4631	2.14732219259633e-06
9	45.5259375	12.9401875	3.7586875	3.43571550815413e-06
9	45.7069101796407	12.3848083832335	0.675293413173653	3.58602806163588e-05
9	48.4846935483871	31.3389677419355	4.24985483870968	1.33133975940973e-05
9	48.889	2.296	1.81	2.14732219259633e-07
9	51.268	1.496	0.302	2.14732219259633e-07
9	54.73	1.578	0.457	2.14732219259633e-07
9	57.346	5.398	1.333	2.14732219259633e-07
9	58.0480489130435	7.65110326086957	0.674782608695652	3.95107283437725e-05
9	58.2519722222222	7.64590740740741	0.524703703703704	4.63821593600808e-05
9	58.52256	5.63712	1.08612	5.36830548149083e-06
9	59.3254959349594	7.49339837398374	0.860317073170732	2.64120629689349e-05
9	59.795	5.35153333333333	0.910666666666667	3.2209832888945e-06
9	61.6238125	9.62825	2.2888125	3.43571550815413e-06
9	62.8794	5.5859	0.6655	2.14732219259633e-06
9	64.8694799154334	9.4604334038055	0.547587737843552	0.000101568339709807
9	65.5174539722573	9.79589785624212	0.662298865069357	0.000170282649872889
9	66.2653333333333	16.0763333333333	0.546333333333333	6.441966577789e-07
9	66.2723322580645	9.88663225806452	0.829135483870968	0.000133133975940973
9	66.29	8.325	0.424	2.14732219259633e-07
9	67.203	7.12583333333333	2.881	1.2883933155578e-06
9	67.3975411764706	7.23367058823529	1.11802352941176	1.82522386370688e-05
9	67.8810588235294	22.1605294117647	0.662470588235294	3.65044772741377e-06
9	69.546	5.0406	0.5208	1.07366109629817e-06
9	69.6663	12.337	1.418	2.14732219259633e-06
9	69.9281336760926	77.021205655527	8.4338560411311	8.35308332919974e-05
9	70.7218666666667	9.6796	1.08933333333333	2.5767866311156e-05
9	71.3109655172414	10.0013793103448	1.41441379310345	6.22723435852937e-06
9	71.8710882352941	16.8551176470588	0.863676470588235	7.30089545482753e-06
9	72.7894117647059	12.5116470588235	2.79776470588235	3.65044772741377e-06
9	73.0388947368421	22.5843157894737	1.10894736842105	4.07991216593303e-06
9	73.8567777777778	2.23566666666667	0.507	1.9325899733367e-06
9	74.0799333333333	11.8878	0.5604	9.6629498666835e-06
9	74.9061428571429	3.73635714285714	0.657214285714286	3.00625106963487e-06
9	75.057	3.6032	0.5124	1.07366109629817e-06
9	75.1183333333333	4.99316666666667	1.99516666666667	1.2883933155578e-06
9	75.6629411764706	2.04788235294118	0.378764705882353	3.65044772741377e-06
9	75.7906118421053	12.0644309210526	0.857347039473684	0.000130557189309857
9	75.8008039215686	7.0588431372549	1.36839215686275	1.09513431822413e-05
9	75.808	4.604	0.429	2.14732219259633e-07
9	76.0988846153846	12.5549743589744	1.06867948717949	1.67491131022514e-05
9	76.7193333333333	3.42726666666667	0.411933333333333	3.2209832888945e-06
9	76.9097154150198	11.9602529644269	0.666280632411067	0.000108654502945374
9	77.45275	28.0648125	1.4891875	3.43571550815413e-06
9	78.808	1.6605	0.369	4.29464438519267e-07
9	79.4002	3.617	0.9046	1.07366109629817e-06
9	79.428	4.251	1.984	2.14732219259633e-07
9	79.67	4.288	1.035	2.14732219259633e-07
9	79.678	2.29	0.81	2.14732219259633e-07
9	80.07375	2.3135	0.652	8.58928877038534e-07
9	80.934	1.318	0.315	2.14732219259633e-07
9	81.9023333333333	1.65533333333333	0.487333333333333	6.441966577789e-07
9	81.973	2.921	0.982	2.14732219259633e-07
9	82.495	7.775	0.5105	4.29464438519267e-07
9	82.7639	7.8429	1.181	2.14732219259633e-06
9	82.8975238095238	10.5046666666667	0.550714285714286	4.5093766044523e-06
9	83.2418	3.5306	0.6508	1.07366109629817e-06
9	83.3965	2.7375	0.8805	8.58928877038534e-07
9	83.518	1.639	0.31	2.14732219259633e-07
9	83.6295	7.8125	0.6855	4.29464438519267e-07
9	83.7574038461539	7.51211538461539	1.37863461538462	1.11660754015009e-05
9	84.2353548387097	10.7645806451613	0.637677419354839	6.65669879704864e-06
9	84.244	5.17966666666667	1.057	6.441966577789e-07
9	84.35575	2.52375	0.637	8.58928877038534e-07
9	84.3858666666667	18.9575333333333	1.074	3.2209832888945e-06
9	84.6736666666667	10.4347444444444	0.9031	1.9325899733367e-05
9	84.9021875	31.9649375	1.504875	3.43571550815413e-06
9	84.92584	10.13068	1.11391	2.14732219259633e-05
9	85.0335	15.931	0.564	4.29464438519267e-07
9	85.1746666666667	7.473	0.863666666666667	6.441966577789e-07
9	85.1785	4.11225	2.0105	8.58928877038534e-07
9	85.3468846153846	16.273	0.862423076923077	5.58303770075047e-06
9	85.40375	5.15625	0.64025	8.58928877038534e-07
9	85.455908045977	11.7090344827586	0.567298850574713	1.86817030755881e-05
9	85.5643125	3.3734375	0.4995625	3.43571550815413e-06
9	85.6182936507937	220.710285714286	36.9399920634921	2.70562596267138e-05
9	85.832	5.0465	0.812	4.29464438519267e-07
9	85.858	2.845	1.363	2.14732219259633e-07
9	85.9248333333333	4.89716666666667	2.13833333333333	1.2883933155578e-06
9	85.94804	2.368	0.37496	5.36830548149083e-06
9	85.9593833333334	12.5338916666667	1.072825	2.5767866311156e-05
9	86.0216666666667	12.378	1.4085	5.1535732622312e-06
9	86.0288695652174	18.0696086956522	0.663304347826087	4.93884104297157e-06
9	86.0495	4.964	0.477	4.29464438519267e-07
9	86.1148157894737	9.42905263157895	1.3835	8.15982433186607e-06
9	86.1177407407408	2.1592962962963	0.512555555555556	5.7977699200101e-06
9	86.4291764705882	12.7181764705882	2.86094117647059	3.65044772741377e-06
9	86.4455	9.94825	2.7225	8.58928877038534e-07
9	86.5056666666667	1.58133333333333	0.388	6.441966577789e-07
9	86.5781449275362	12.4447157190635	0.852653288740245	0.000192614800675891
9	86.606	4.049	0.862666666666667	6.441966577789e-07
9	86.6245835962145	12.2595541535226	0.656994742376446	0.000204210340515911
9	87.0757	3.4341	0.4046	2.14732219259633e-06
9	87.917	7.125	2.376	4.29464438519267e-07
9	87.976	4.5635	0.4285	4.29464438519267e-07
9	88.517	2.196	2.003	2.14732219259633e-07
9	88.749	6.003	1.564	2.14732219259633e-07
9	88.878	4.09	1.376	2.14732219259633e-07
10	2.7759	1.2054	0.3088	2.14732219259633e-06
10	3.284	1.626	1.417	2.14732219259633e-07
10	3.59056626506024	1.52978313253012	0.520409638554217	1.78227741985496e-05
10	3.63397530864198	1.42741975308642	0.381191358024691	3.47866195200606e-05
10	3.7828	1.60896	0.61376	5.36830548149083e-06
10	3.89811320754717	2.1182641509434	0.528283018867925	1.13808076207606e-05
10	3.94411627906977	2.1016976744186	0.398906976744186	9.23348542816423e-06
10	3.959975	2.107725	0.613375	8.58928877038534e-06
10	3.96072222222222	3.29738888888889	0.629166666666667	3.8651799466734e-06
10	4.01716666666667	3.11841666666667	0.417	2.5767866311156e-06
10	4.03590909090909	3.18868181818182	0.498272727272727	4.72410882371193e-06
10	4.135	3.225	0.793	2.14732219259633e-07
10	6.32766363636364	1.64086363636364	0.617218181818182	2.36205441185597e-05
10	6.45546391752577	1.60497250859107	0.509030927835052	6.24870758045533e-05
10	6.5523511659808	1.53497119341564	0.40041426611797	0.000156539787840273
10	6.5782	1.332	0.303	1.07366109629817e-06
10	6.64225	465.762	462.586	8.58928877038534e-07
10	6.9087094972067	3.29963687150838	0.426854748603352	3.84370672474744e-05
10	7.1845	2.63025	2.7815	8.58928877038534e-07
10	7.24523254086181	2.13956315007429	0.417988112927192	0.000289029567123467
10	7.251	5.04955555555556	0.423333333333333	1.9325899733367e-06
10	7.35047793134195	2.31935532768614	0.644025412394115	0.000481644367799358
10	7.37067262388302	2.33963647441105	0.493932168968318	0.000528670723817217
10	7.382	1.508	1.5355	4.29464438519267e-07
10	7.42233333333333	5.02233333333333	1.495	6.441966577789e-07
10	7.46865475469413	3.57890914597214	0.5124603270745	0.000709045787995309
10	7.5429797979798	3.61193864571642	0.671856341189675	0.000573979222081
10	7.64	1.8435	0.301	4.29464438519267e-07
10	7.69969328010645	4.95987890884897	0.541987358616101	0.000322742525547229
10	7.70327192982456	2.38795614035088	0.812587719298246	2.44794729955982e-05
10	7.724	14.681	0.838	2.14732219259633e-07
10	7.8485	9.4135	2.0115	4.29464438519267e-07
10	7.862	3.644	1.2975	4.29464438519267e-07
10	7.87997826086957	3.74584057971015	0.8036038647343	8.88991387734882e-05
10	7.88119820589492	5.11539555745408	0.667946176847501	0.000502688125286802
10	7.89385714285714	2.33542857142857	1.0852380952381	4.5093766044523e-06
10	7.91154320987654	6.63596913580247	0.555530864197531	3.47866195200606e-05
10	7.952	1.556	0.962	2.14732219259633e-07
10	7.96475	9.58875	0.5455	8.58928877038534e-07
10	7.99694871794872	5.4074358974359	1.07469230769231	8.3745565511257e-06
10	8.08456951596292	5.27163851699279	0.810024716786818	0.000208504984901104
10	8.165	2.58055555555556	1.49655555555556	1.9325899733367e-06
10	8.16833333333333	5.15166666666667	2.15933333333333	6.441966577789e-07
10	8.205	6.478	2.1085	4.29464438519267e-07
10	8.30442361111111	7.0335787037037	0.832065972222222	0.000185528637440323
10	8.31366479925304	6.9431858076564	0.65905695611578	0.000229978206827067
10	8.40911320754717	7.25883018867925	1.07830188679245	1.13808076207606e-05
10	8.40934482758621	3.61958620689655	1.08048275862069	6.22723435852937e-06
10	8.4244	9.3716	1.3771	2.14732219259633e-06
10	8.44833333333333	3.44966666666667	1.80833333333333	6.441966577789e-07
10	8.4604	12.4208	2.3718	1.07366109629817e-06
10	8.62965517241379	9.57848275862069	1.05006896551724	6.22723435852937e-06
10	8.62977777777778	7.15055555555556	1.43988888888889	1.9325899733367e-06
10	8.67115976331361	9.04743195266272	0.692165680473373	3.6289745054878e-05
10	8.68477314814815	9.27945833333333	0.866712962962963	4.63821593600808e-05
10	8.74386666666667	11.6786	0.819133333333333	3.2209832888945e-06
10	8.9048	12.6606	1.0354	1.07366109629817e-06
10	8.928	12.4534	0.6666	1.07366109629817e-06
10	9.383	13.204	1.535	2.14732219259633e-07
10	10.9662941176471	1.6235	0.483470588235294	7.30089545482753e-06
10	11.0705	1.65616666666667	0.644	1.2883933155578e-06
10	11.277447761194	1.60214179104478	0.402783582089552	2.87741173807909e-05
10	11.8006	11.8452	0.5522	1.07366109629817e-06
10	12.126375	6.564	0.4195	1.71785775407707e-06
10	12.2211945701357	2.53334841628959	0.820217194570136	4.7455820456379e-05
10	12.3051454319453	2.45184089496582	0.491124922311995	0.0006910082815775
10	12.3228414414414	2.48544252252252	0.647848288288288	0.000595881908445483
10	12.3260769230769	2.30807692307692	1.44823076923077	2.79151885037523e-06
10	12.3589333333333	2.3976	2.116	3.2209832888945e-06
10	12.3799902135231	9.47807117437722	0.863274911032029	0.000241359014447828
10	12.3859565217391	13.1152173913043	2.63469565217391	4.93884104297157e-06
10	12.441173857868	7.09941328257191	0.841009306260575	0.000507626966329773
10	12.4444166666667	7.24483333333333	2.21341666666667	2.5767866311156e-06
10	12.4454382647386	2.29124805339266	0.419305339265851	0.000386088530228821
10	12.4461034482759	9.28656896551724	0.551396551724138	1.24544687170587e-05
10	12.4590723425197	5.27193897637795	0.817485728346457	0.000436335869535575
10	12.4642189148455	6.98212358703843	0.666735870384326	0.000569899309915067
10	12.5253822222222	9.27076592592593	0.689946666666667	0.000144944248000253
10	12.5389226147561	5.15300096130738	0.667012977649604	0.000893500764339335
10	12.5471326530612	9.69947278911565	1.06406462585034	6.31312724623322e-05
10	12.5559743589744	7.3208717948718	1.4054358974359	8.3745565511257e-06
10	12.6259	9.6118	2.2089	2.14732219259633e-06
10	12.6264782608696	12.4054980237154	0.867387351778656	5.43272514726872e-05
10	12.6271202531646	12.473246835443	1.07935443037975	3.39276906430221e-05
10	12.64388	7.234016	1.05708	5.36830548149083e-05
10	12.6675904572565	5.00427196819086	0.538106560636183	0.000540051531437978
10	12.6801557632399	3.72182969885774	0.810510903426791	0.000206787127147027
