Network,Bandwidth,CPU,Delta header,Diffusion duration,Voting duration,Max EB size,Tx size,Throughput,Plutus,Tx start [s],Tx stop [s],Sim stop [s]
topology-v2,10 Mb/s,4 vCPU/node,Δ_hdr = 1000 ms,L_diff = 5 slots,L_vote = 2 slots,12 MB/EB,1500 B/Tx,0.150 TxMB/s,,60,960,1500
