phase	t	slot	blocks	cumTxBytes	confBps	forged	adopted	didntAdopt	leader	mpBytesPerTx	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	mpB_bp1	mpB_bp2	mpB_bp3	mpB_relay11	mpB_relay12	mpB_relay13	mpB_relay21	mpB_relay22	mpB_relay23	mpB_relay31	mpB_relay32	mpB_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
3	1160	1382	65	85763796	0	72	69	3	72	232.0	97079	89280	59016	103755	101015	101569	103806	101426	101654	105620	89990	101646	22522328	20712960	13691712	24071160	23435480	23564008	24082992	23530832	23583728	24503840	20877680	23581872	256	263	373	170	320	338	170	339	338	263	270	341
3	1170	1382	65	85763796	0	73	69	3	73	232.0	100576	92980	61723	107904	105424	106207	107904	106136	106336	107904	93780	106358	23333632	21571360	14319736	25033728	24458368	24640024	25033728	24623552	24669952	25033728	21756960	24675056	510	525	193	263	642	675	272	675	337	308	543	340
3	1180	1416	66	88930260	316646	73	70	3	74	232.0	101775	95385	63045	107904	107904	107904	107904	107904	107904	107904	95999	107904	23611800	22129320	14626440	25033728	25033728	25033728	25033728	25033728	25033728	25033728	22271768	25033728	147	154	121	0	205	202	0	194	446	0	150	454
3	1190	1421	67	89017812	8755	75	72	3	75	232.0	103680	97681	51319	107904	107904	107904	107904	107904	107904	107904	98288	107904	24053760	22661992	11906008	25033728	25033728	25033728	25033728	25033728	25033728	25033728	22802816	25033728	246	398	282	16	95	10	7	0	39	16	388	38
3	1200	1442	68	89105364	8755	76	73	3	76	232.0	105673	100368	36499	107904	107904	107904	107904	107904	107904	107904	101084	107904	24516136	23285376	8467768	25033728	25033728	25033728	25033728	25033728	25033728	25033728	23451488	25033728	176	234	155	13	38	67	24	77	38	24	215	38
3	1210	1442	68	89105364	0	76	73	3	76	232.0	107763	103440	37822	107904	107904	107904	107904	107904	107904	107904	104404	107904	25001016	23998080	8774704	25033728	25033728	25033728	25033728	25033728	25033728	25033728	24221728	25033728	158	457	193	1	0	0	0	0	38	0	249	39
3	1220	1442	68	89105364	0	76	73	3	76	232.0	107904	107102	39280	107904	107904	107904	107904	107904	107904	107904	107904	107904	25033728	24847664	9112960	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	184	257	106	14	38	38	12	38	0	19	588	0
3	1230	1475	69	92184048	307868	77	74	3	77	232.0	107904	107904	40614	107904	107904	107904	107904	107904	107904	107904	107904	107904	25033728	25033728	9422448	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	0	190	99	0	0	0	0	0	0	0	5	0
3	1240	1484	70	92271600	8755	78	75	3	78	232.0	107904	107904	42209	107904	107904	107904	107904	107904	107904	107904	107904	107904	25033728	25033728	9792488	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	0	0	195	0	0	0	0	0	0	0	0	0
3	1250	1495	71	95350284	307868	79	76	3	80	232.0	94916	95311	43957	95954	95968	95310	97160	95730	95518	96184	95339	95808	22020512	22112152	10198024	22261328	22264576	22111920	22541120	22209360	22160176	22314688	22118648	22227456	0	0	148	15	58	0	9	61	101	16	0	120
3	1260	1497	72	95437836	8755	80	77	3	80	232.0	83568	96104	32254	100894	100265	85653	101335	99233	98951	101977	85348	85853	19387776	22296128	7482928	23407408	23261480	19871496	23509720	23022056	22956632	23658664	19800736	19917896	301	201	281	145	338	275	139	269	278	241	479	270
3	1270	1497	72	95437836	0	80	77	3	80	232.0	85324	85326	33752	105698	91131	89982	92367	89681	89083	94513	88881	89323	19795168	19795632	7830464	24521936	21142392	20875824	21429144	20805992	20667256	21927016	20620392	20722936	134	202	100	262	619	583	269	525	511	495	257	505
3	1280	1497	72	95437836	0	80	77	3	80	232.0	87840	88971	36164	107904	97122	95975	98682	95794	93927	103219	93862	94163	20378880	20641272	8390048	25033728	22532304	22266200	22894224	22224208	21791064	23946808	21775984	21845816	179	247	329	3	419	422	170	428	340	333	335	341
3	1290	1530	73	95525388	8755	81	78	3	81	232.0	90037	92125	37942	107904	102300	101164	103799	100948	98758	107904	98765	99004	20888584	21373000	8802544	25033728	23733600	23470048	24081368	23419936	22911856	25033728	22913480	22968928	328	474	148	0	765	767	318	772	325	514	686	322
3	1300	1530	73	95525388	0	81	78	3	81	232.0	92111	95206	40324	107904	107651	106487	107904	106292	104096	107904	104308	104311	21369752	22087792	9355168	25033728	24975032	24704984	25033728	24659744	24150272	25033728	24199456	24200152	154	228	163	0	386	382	162	388	773	21	394	761
3	1310	1530	73	95525388	0	81	78	3	81	232.0	94763	98893	42760	107904	107904	107904	107904	107904	107904	107904	107904	107904	21985016	22943176	9920320	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	374	514	341	0	230	387	35	373	423	0	666	423
3	1320	1530	73	95525388	0	81	78	3	81	232.0	97391	102538	45188	107904	107904	107904	107904	107904	107904	107904	107904	107904	22594712	23788816	10483616	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	186	257	170	0	0	0	0	0	65	0	0	74
3	1330	1530	73	95525388	0	81	78	3	81	232.0	100005	106223	47618	107904	107904	107904	107904	107904	107904	107904	107904	107904	23201160	24643736	11047376	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	365	515	340	0	0	0	0	0	0	0	0	0
3	1340	1585	74	98604072	307868	82	79	3	82	232.0	102405	107904	49874	107904	107904	107904	107904	107904	107904	107904	107904	107904	23757960	25033728	11570768	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	180	178	170	0	0	0	0	0	0	0	0	0
3	1350	1585	74	98604072	0	82	79	3	82	232.0	91188	95641	38581	107904	95914	95883	96251	96051	96205	97175	96392	96230	21155616	22188712	8950792	25033728	22252048	22244856	22330232	22283832	22319560	22544600	22362944	22325360	151	0	302	0	0	0	0	0	27	0	0	4
3	1360	1585	74	98604072	0	82	79	3	82	232.0	93764	99139	40995	107904	102196	102135	103841	102233	102247	105877	102658	102269	21753248	23000248	9510840	25033728	23709472	23695320	24091112	23718056	23721304	24563464	23816656	23726408	346	406	170	0	338	726	449	770	420	606	720	418
3	1370	1609	75	101770536	316646	83	80	3	84	232.0	95077	100900	42422	107904	106117	106517	107904	106627	106522	107904	107095	106582	22057864	23408800	9841904	25033728	24619144	24711944	25033728	24737464	24713104	25033728	24846040	24727024	155	165	149	0	688	286	159	286	684	145	313	694
3	1380	1613	76	101858088	8755	84	81	3	85	232.0	95782	102409	43735	107904	107904	107904	107904	107904	107904	107904	107904	107904	22221424	23758888	10146520	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	135	243	243	0	324	338	66	294	258	0	356	273
3	1390	1626	77	101945640	8755	85	82	3	85	232.0	97183	104052	45478	107904	107904	107904	107904	107904	107904	107904	107904	107904	22546456	24140064	10550896	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	79	159	151	0	77	77	44	77	38	47	38	38
3	1400	1626	77	101945640	0	85	82	3	85	232.0	100109	106236	47858	107904	107904	107904	107904	107904	107904	107904	107904	107904	23225288	24646752	11103056	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	230	145	313	0	31	0	0	0	38	3	0	38
3	1410	1626	77	101945640	0	85	82	3	85	232.0	101343	107904	50286	107904	107904	107904	107904	107904	107904	107904	107904	107904	23511576	25033728	11666352	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	300	346	170	0	8	38	18	38	0	18	38	0
3	1420	1626	77	101945640	0	85	82	3	85	232.0	102564	107904	52714	107904	107904	107904	107904	107904	107904	107904	107904	107904	23794848	25033728	12229648	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	86	0	340	0	0	0	0	0	0	0	0	0
3	1430	1676	78	101945640	0	86	83	3	86	232.0	103800	107904	55098	107904	107904	107904	107904	107904	107904	107904	107904	107904	24081600	25033728	12782736	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	174	0	170	0	0	0	0	0	0	0	0	0
3	1440	1678	79	102120744	17510	87	84	3	87	232.0	104172	107797	56558	107904	107904	107904	107904	107904	107904	107904	107904	107904	24167904	25008904	13121456	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	28	0	140	0	0	0	0	0	0	0	0	0
3	1450	1678	79	102120744	0	87	84	3	87	232.0	104530	107904	58496	107904	107904	107904	107904	107904	107904	107904	107904	107904	24250960	25033728	13571072	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	58	77	299	0	0	0	22	0	0	0	77	0
3	1460	1678	79	102120744	0	87	84	3	87	232.0	105761	107904	60920	107904	107904	107904	107904	107904	107904	107904	107904	107904	24536552	25033728	14133440	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	168	0	170	0	77	77	18	77	77	42	0	77
3	1470	1678	79	102120744	0	87	84	3	87	232.0	106998	107904	63340	107904	107904	107904	107904	107904	107904	107904	107904	107904	24823536	25033728	14694880	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	86	0	340	0	0	0	0	0	0	0	0	0
3	1480	1678	79	102120744	0	87	84	3	87	232.0	107904	107904	65762	107904	107904	107904	107904	107904	107904	107904	107904	107904	25033728	25033728	15256784	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	161	0	170	0	0	0	0	0	0	0	0	0
3	1490	1730	80	102208296	8755	88	85	3	88	232.0	107904	107904	67452	107904	107904	107904	107904	107904	107904	107904	107904	107904	25033728	25033728	15648864	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	0	0	306	0	0	0	0	0	0	0	0	0
3	1500	1730	80	102208296	0	88	85	3	88	232.0	107904	107904	69792	107904	107904	107904	107904	107904	107904	107904	107904	107904	25033728	25033728	16191744	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	38	38	162	0	38	23	18	38	39	20	39	38
3	1510	1751	81	105286980	307868	89	86	3	89	232.0	107904	107904	58346	107904	107904	107904	107904	107904	107904	107904	107904	107904	25033728	25033728	13536272	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	0	0	166	0	0	16	0	0	0	0	0	0
3	1520	1751	81	105286980	0	90	86	3	90	232.0	95382	97093	60633	107904	98789	98747	99445	98783	98738	100215	98763	98885	22128624	22525576	14066856	25033728	22919048	22909304	23071240	22917656	22907216	23249880	22913016	22941320	0	247	298	0	172	92	64	128	224	61	31	205
3	1530	1769	83	108540996	325401	91	88	3	91	232.0	96294	99833	61219	107904	103302	102897	104168	103392	103164	105616	102926	103065	22340208	23161256	14202808	25033728	23966064	23872104	24166976	23986944	23934048	24502912	23878832	23911080	137	201	85	0	714	718	418	746	364	562	742	364
3	1540	1778	84	108540996	0	92	89	3	92	232.0	96580	102720	63680	107904	107904	107638	107904	107904	107904	107904	107853	107904	22406560	23831040	14773760	25033728	25033728	24972016	25033728	25033728	25033728	25033728	25021896	25033728	30	168	320	0	300	272	168	293	653	161	265	666
3	1550	1778	84	108628548	8755	92	89	3	92	232.0	96542	106032	66126	107904	107904	107904	107904	107904	107904	107904	107904	107904	22397744	24599424	15341232	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	115	463	183	0	165	268	53	183	109	0	312	115
3	1560	1778	84	108628548	0	92	89	3	92	232.0	97745	107788	69489	107904	107904	107904	107904	107904	107904	107904	107904	107904	22676840	25006816	16121448	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	83	237	232	0	115	115	56	115	115	64	115	115
3	1570	1813	85	108716100	8755	93	90	3	93	232.0	98849	107904	72545	107904	107904	107904	107904	107904	107904	107904	107904	107904	22932968	25033728	16830440	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	85	149	452	0	0	0	0	0	0	0	0	0
3	1580	1822	86	108803652	8755	94	91	3	95	232.0	99435	107904	74855	107904	107904	107904	107904	107904	107904	107904	107904	107904	23068920	25033728	17366360	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	140	0	205	0	38	38	0	0	38	22	38	38
3	1590	1827	87	108891204	8755	96	93	3	96	232.0	99773	107904	76721	107904	107904	107904	107904	107904	107904	107904	107904	107904	23147336	25033728	17799272	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	39	0	346	0	0	0	0	0	0	0	0	0
3	1600	1827	87	108891204	0	96	93	3	96	232.0	100852	107904	79083	107904	107904	107904	107904	107904	107904	107904	107904	107904	23397664	25033728	18347256	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	118	0	163	0	0	0	0	0	0	0	0	0
3	1610	1850	88	108978756	8755	97	94	3	97	232.0	101095	107904	81512	107904	107904	107904	107904	107904	107904	107904	107904	107904	23454040	25033728	18910784	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	68	26	367	0	77	77	62	115	77	43	77	77
3	1620	1850	88	108978756	0	97	94	3	97	232.0	101950	107904	84083	107904	107904	107904	107904	107904	107904	107904	107904	107904	23652400	25033728	19507256	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	166	128	207	0	39	38	19	38	38	21	38	39
3	1630	1850	88	108978756	0	97	94	3	97	232.0	103547	107904	87070	107904	107904	107904	107904	107904	107904	107904	107904	107904	24022904	25033728	20200240	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	118	0	207	0	0	0	0	0	0	0	0	0
3	1640	1884	89	112057440	307868	98	95	3	99	232.0	104819	107904	89798	107904	107904	107904	107904	107904	107904	107904	107904	107904	24318008	25033728	20833136	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	105	0	423	0	0	0	0	0	0	0	0	0
3	1650	1886	90	112144992	8755	99	96	3	99	232.0	105449	95149	78561	107904	107904	95902	107904	107904	95616	96945	107904	95975	24464168	22074568	18226152	25033728	25033728	22249264	25033728	25033728	22182912	22491240	25033728	22266200	105	3	171	0	0	37	0	0	0	68	0	0
3	1660	1886	90	112144992	0	99	96	3	99	232.0	92998	98355	80839	107904	96772	101214	97344	96639	99912	104291	96727	100042	21575536	22818360	18754648	25033728	22451104	23481648	22583808	22420248	23179584	24195512	22440664	23209744	96	183	334	0	58	384	0	29	465	311	0	460
3	1670	1886	90	112144992	0	99	96	3	99	232.0	94508	102309	83600	107904	102878	107308	104559	102748	104830	107904	102811	104950	21925856	23735688	19395200	25033728	23867696	24895456	24257688	23837536	24320560	25033728	23852152	24348400	212	535	193	0	431	852	488	430	343	414	774	345
3	1680	1886	90	112144992	0	99	96	3	99	232.0	96065	106418	86341	107904	107904	107904	107904	107904	107904	107904	107904	107904	22287080	24688976	20031112	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	111	286	193	0	862	116	182	806	581	0	426	583
3	1690	1886	90	112144992	0	99	96	3	99	232.0	97601	107904	89193	107904	107904	107904	107904	107904	107904	107904	107904	107904	22643432	25033728	20692776	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	107	381	386	0	38	0	0	124	0	0	189	0
3	1700	1942	91	112232544	8755	101	98	3	101	232.0	98704	107904	91407	107904	107904	107904	107904	107904	107904	107904	107904	107904	22899328	25033728	21206424	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	197	0	215	0	0	0	0	0	0	0	0	0
3	1710	1954	92	115311228	307868	102	99	3	102	232.0	99872	107904	93573	107904	107904	107904	107904	107904	107904	107904	107904	107904	23170304	25033728	21708936	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	25033728	76	38	302	0	0	0	0	0	0	0	0	0
