phase	t	slot	blocks	cumTxBytes	confBps	forged	adopted	didntAdopt	leader	mpBytesPerTx	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	mpB_bp1	mpB_bp2	mpB_bp3	mpB_relay11	mpB_relay12	mpB_relay13	mpB_relay21	mpB_relay22	mpB_relay23	mpB_relay31	mpB_relay32	mpB_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
3	1600	1614	69	129415536	0	72	71	1	72	232.0	26851	29897	16622	32423	34977	34969	32414	34097	34786	31759	34761	33928	6229432	6936104	3856304	7522136	8114664	8112808	7520048	7910504	8070352	7368088	8064552	7871296	390	257	341	0	281	279	0	266	279	0	279	279
3	1610	1614	69	129415536	0	72	71	1	72	232.0	29640	33346	19065	32423	34977	34969	32414	34097	34786	31759	34761	33928	6876480	7736272	4423080	7522136	8114664	8112808	7520048	7910504	8070352	7368088	8064552	7871296	196	513	171	0	122	153	0	0	101	0	162	129
3	1620	1660	70	132494220	307868	73	72	1	73	232.0	18757	26590	10899	19985	22059	22057	29828	21267	21967	31759	21965	21277	4351624	6168880	2528568	4636520	5117688	5117224	6920096	4933944	5096344	7368088	5095880	4936264	196	81	171	0	0	0	0	0	0	0	0	0
3	1630	1660	70	132494220	0	73	72	1	73	232.0	22726	29014	13329	26358	26042	26042	32522	24875	25941	31759	25950	25351	5272432	6731248	3092328	6115056	6041744	6041744	7545104	5771000	6018312	7368088	6020400	5881432	465	231	301	117	451	216	130	219	428	0	458	484
3	1640	1660	70	132494220	0	73	72	1	73	232.0	26684	31454	15912	32761	30042	30036	32522	28477	29940	31759	29949	29342	6190688	7297328	3691584	7600552	6969744	6968352	7545104	6606664	6946080	7368088	6948168	6807344	280	171	185	341	281	561	0	482	281	0	282	280
3	1650	1690	71	135660684	316645	75	73	2	75	232.0	21670	25578	10807	27033	25893	25927	25703	24540	26027	31759	25784	25295	5027440	5934096	2507224	6271656	6007176	6015064	5963096	5693280	6038264	7368088	5981888	5868440	404	223	309	120	280	281	0	281	281	0	281	281
3	1660	1690	71	135660684	0	75	73	2	75	232.0	24774	27964	13271	33342	30696	30748	32035	29347	30734	31759	30542	30085	5747568	6487648	3078872	7735344	7121472	7133536	7432120	6808504	7130288	7368088	7085744	6979720	194	162	157	199	523	535	183	552	528	0	514	529
3	1670	1712	72	138827148	316646	76	74	2	76	232.0	27594	30229	8580	33773	34653	34687	33329	33605	34717	31759	34615	34330	6401808	7013128	1990560	7835336	8039496	8047384	7732328	7796360	8054344	7368088	8030680	7964560	222	174	316	60	342	341	116	341	338	0	339	341
3	1680	1717	74	139002252	17510	78	76	2	78	232.0	22603	24650	9853	30197	29926	29933	29823	29558	29849	31759	29891	29680	5243896	5718800	2285896	7005704	6942832	6944456	6918936	6857456	6924968	7368088	6934712	6885760	333	277	129	145	395	144	121	228	405	0	421	438
3	1690	1729	75	142080936	307870	79	77	2	79	232.0	12383	22838	7437	20089	19642	19621	27406	19472	19610	31759	19577	19398	2872856	5298416	1725384	4660648	4556944	4552072	6358192	4517504	4549520	7368088	4541864	4500336	278	179	175	100	249	455	144	486	254	0	238	245
3	1700	1742	76	145247400	316646	80	78	2	80	232.0	9273	11166	110	25830	10222	10203	18521	10029	10189	31759	10058	9940	2151336	2590512	25520	5992560	2371504	2367096	4296872	2326728	2363848	7368088	2333456	2306080	551	286	276	130	269	309	230	321	560	0	272	269
3	1710	1746	77	145330392	8299	81	79	2	81	232.0	13655	13178	2144	26053	14606	14573	24320	14369	14529	31759	14413	14310	3167960	3057296	497408	6044296	3388592	3380936	5642240	3333608	3370728	7368088	3343816	3319920	297	156	130	315	633	632	153	627	326	0	625	628
3	1720	1746	77	145330392	0	81	79	2	81	232.0	17325	16000	4646	32373	19442	19404	30668	19205	19323	31759	19212	19142	4019400	3712000	1077872	7510536	4510544	4501728	7114976	4455560	4482936	7368088	4457184	4440944	572	379	348	169	340	340	169	339	337	0	336	340
3	1730	1746	77	145330392	0	81	79	2	81	232.0	20972	18763	7084	32915	23982	23899	33007	23782	23684	31759	23637	23627	4865504	4353016	1643488	7636280	5563824	5544568	7657624	5517424	5494688	7368088	5483784	5481464	254	195	170	151	664	649	244	659	650	0	651	659
3	1740	1781	79	145505496	17510	83	81	2	83	232.0	22574	20060	8025	32915	26539	26514	33007	26486	25707	31759	26226	26233	5237168	4653920	1861800	7636280	6157048	6151248	7657624	6144752	5964024	7368088	6084432	6086056	256	192	270	0	261	227	0	218	272	0	252	257
3	1750	1781	79	145505496	0	84	82	2	84	232.0	26192	22810	10354	32933	29683	29591	33141	29585	29561	31759	29262	28786	6076544	5291920	2402128	7640456	6886456	6865112	7688712	6863720	6858152	7368088	6788784	6678352	389	319	170	30	437	194	34	214	445	0	435	403
3	1760	1803	82	147416592	191109	86	84	2	86	232.0	20979	16471	3986	32933	25202	25184	29014	25325	25116	31759	24861	24059	4867128	3821272	924752	7640456	5846864	5842688	6731248	5875400	5826912	7368088	5767752	5581688	198	138	137	0	230	530	71	540	237	0	246	217
3	1770	1803	82	147416592	0	86	84	2	86	232.0	23208	19213	6389	32933	28785	28728	32679	28840	28625	31759	28387	27738	5384256	4457416	1482248	7640456	6678120	6664896	7581528	6690880	6641000	7368088	6585784	6435216	391	369	320	0	278	265	246	265	543	0	272	282
3	1780	1821	84	150582828	316623	88	86	2	88	232.0	19961	7512	2500	32933	18062	18000	19046	18036	17804	31759	17549	15934	4630952	1742784	580000	7640456	4190384	4176000	4418672	4184352	4130528	7368088	4071368	3696688	173	184	171	0	488	481	0	469	220	0	475	405
3	1790	1821	84	150582828	0	88	86	2	88	232.0	21415	11491	4928	32933	21577	21531	25429	21558	21416	31759	21251	20276	4968280	2665912	1143296	7640456	5005864	4995192	5899528	5001456	4968512	7368088	4930232	4704032	221	463	260	0	277	272	107	274	265	0	293	293
3	1800	1821	84	150582828	0	88	86	2	88	232.0	22827	15460	7358	32933	25471	25424	31808	24572	24440	31759	24268	23285	5295864	3586720	1707056	7640456	5909272	5898368	7379456	5700704	5670080	7368088	5630176	5402120	100	278	170	0	500	233	341	424	433	0	425	462
3	1810	1821	84	150582828	0	88	86	2	88	232.0	23772	19357	9778	32933	29468	29420	33956	27589	27437	31759	27284	26283	5515104	4490824	2268496	7640456	6836576	6825440	7877792	6400648	6365384	7368088	6329888	6097656	100	272	340	0	281	560	130	212	211	0	213	211
