script_hash,purpose,redeemer_count,mem_avg,steps_avg,redeemer_fraction,mem_fraction,steps_fraction
38af3730fecea148e9dfa30d3fcfff573d1ea8c8e31efe73471112a1,spend,68684,352864.177901694718,149588187.04245530,0.00123593759742361247,0.00034148308367642992,0.00041417556231256903
5818c3a124b3685c5a1bb916b79c0ef23fd0a0c6076ec588a51a4ab8,spend,66669,75136.116860909868,28510918.500997465089,0.00119967858136734639,0.000070579524881494263990,0.000076624339147184537914
1042576d1de963437bd4bb50dcd91459756e6812b7c06dd543a332c8,spend,66572,1598089.443609926095,445784947.43964429,0.00119793311012295045,0.00149898998197642311,0.00119632339733396971
f66d78b4a3cb3d37afa0ec36461e51ecbde00f26c8f0a68f94b69880,mint,65638,1258812.485511441543,320051217.87926201,0.00118112620143979784,0.00116418613987873244,0.00084684985204844844
bec4575e6b77dfd0f60ccf510b0aa3dfc8ef69faa9774928130a849c,spend,65372,82119.323181178486,34881041.810545799425,0.00117633965142939249,0.000075638546815792892169,0.000091920591869744962767
a5643b4a22a192d7691d05baf4a9bbb8acdbb5daa60be1f333e128f1,reward,65006,617326.123742423776,227472551.70291973,0.00116975364652785732,0.00056542387461621964,0.00059609301827756101
193ee65211bb3b4e0ea5f751f415269355a650e2e3706f625cdf1a4b,mint,64448,373895.659073982125,372083805.13271164,0.00115971268823535286,0.00033952042880198275,0.00096667793279132526
da5b47aed3955c9132ee087796fa3b58a1ba6173fa31a7bc29e56d4e,spend,60862,180363.670451184647,55396432.442936479248,0.00109518423583943716,0.00015466830551626765,0.00013591256503323219
e4d2fb0b8d275852103fd75801e2c7dcf6ed3e276c74cabadbe5b8b6,spend,60156,3394353.425144623978,953957715.22712614,0.00108248008430806056,0.00287701451870823560,0.00231334106746689304
8c6a730759f61b9089f0370cf986a2775d143cbf75c1f1fa6c932ab0,spend,58359,521346.499323154955,238227464.58431433,0.00105014387991445751,0.00042868703231734616,0.00056044275906174948
a27b0572bf383c751e13597a600538e465bf9f4eb2df497b15101b27,spend,57656,6868046.774386013598,2940414973.91426738,0.00103749371202981481,0.00557935244486820201,0.00683415346703615892
2aa1ae236856def55f77e6bb1aa5b43801ec0097f9e0a69fa24fc0ed,spend,54594,27784.293896765212,8800096.706872550097,0.00098239440326341941,0.000021372253794940165265,0.000019367071346932355536
e628bfd68c07a7a38fcd7d8df650812a9dfdbee54b1ed4c25c87ffbf,spend,53161,519255.005774910179,177981371.62096274,0.00095660821467352895,0.00038893755243496858,0.00038141633032515356
1627522f0a246dd5c681a54e242a8e0ddc0d82d916194ff84034bf32,spend,53078,47538.545461396435,17738561.028806661894,0.00095511466711389119,0.000035552200191110492800,0.000037954609621257194647
6703488ef19097524b49b0ef24dcc2f2f57bdc9f27dae584361d1cb1,spend,52462,29483.000000000000,9914762.000000000000,0.00094403002498453144,0.000021793277992658776153,0.000020968083093496182125
