Simulator,Variant,Network,Bandwidth,CPU,Stage length,EB rate,Max EB size,Tx size,Throughput,Tx start [s],Tx stop [s],Sim stop [s]
Rust,linear-with-tx-references,topology-v2,10 Mb/s,4 vCPU/node,10 slot/stage,2.5 EB/stage,15 MB/EB,1500 B/Tx,0.150 TxMB/s,60,960,1500
