Network,Bandwidth,CPU,Diffusion duration,Voting duration,Max EB size,Tx size,Throughput,Plutus,Tx start [s],Tx stop [s],Sim stop [s]
topology-v2,10 Mb/s,4 vCPU/node,L_diff = 1200 slots,L_vote = 1200 slots,0 MB/EB,1500 B/Tx,0.003 TxMB/s,,0,1200,1200
